"Prop_ID","Playground_ID","Name","Location","Accessible","lat","lon","slug","ADA_Accessible_Comfort_Station","Sensory-Friendly"
"B305","B305","P.S. 279 Playground","E. 103 St to E. 104 St between Ave J and Ave K","Yes","40.6446","-73.8933","null","Not Accessible","N"
"B306","B306","Playground 286","Ave. Y between Brown St and Haring St","Yes","40.5907","-73.9383","null","Accessible","Y"
"B307","B307","Tiger Playground","Evergreen Ave between Eldert St and Covert St","Yes","40.688","-73.9109","null","Accessible","Y"
"B308","B308","Yak Playground","Ave. Y between Coyle St and Batchelder St","Limited","40.5923","-73.9365","null","Accessible","N"
"B309","B309","Pink Playground","Stanley Ave and Eldert La","Yes","40.6667","-73.8624","null","Not Accessible","N"
"B310","B310","Bushwick Playground","Flushing Ave between Beaver St and Garden St","Yes","40.7016","-73.9391","null","Not Accessible","N"
"B311","B311","Ten Eyck Playground","Scholes St between Bushwick Av and Waterbury St","Yes","40.7089","-73.9386","null","Accessible","Y"
"B312","B312","Woodruff Playground","Stanley Ave between Autumn Ave and Hemlock St","Yes","40.6655","-73.866","null","No","N"
"B313","B313","El Shabazz Playground","Macdonough St between Malcolm X Blvd and Stuyvesant Ave","Yes","40.6828","-73.9305","null","Accessible","N"
"B315","B315","Surf Playground","Surf Ave between W. 25 St and W. 27 St","Yes","40.5736","-73.9925","null","Not Accessible","Y"
"B316","B316","DiGilio Playground","Ave. F between McDonald Ave and E. 2 St","Yes","40.6329","-73.9773","null","Not Accessible","Y"
"B317","B317","Lafayette Gardens Playground","Lafayette Ave and Franklin Ave","Limited","40.6897","-73.9576","null","No","N"
"B320","B320","Park Slope Playground","Berkeley Pl and Lincoln Pl between 5 Ave and 6 Ave","Yes","40.6769","-73.9788","null","Not Accessible","Y"
"B321","B321","Edmonds Playground","Dekalb Ave between Adelphi St and Carlton Ave","Yes","40.6893","-73.9718","null","Not Accessible","N"
"B322","B322","Pulaski Playground","Hart St to Pulaski St between Throop Ave and Marcus Garvey Blvd","Yes","40.6935","-73.9421","null","No","N"
"B323","B323","Hattie Carthan Playground","Monroe St to Madison St between Marcy Ave and Tompkins Ave","Yes","40.6856","-73.9465","null","Not Accessible","Y"
"B324","B324","Jacob Joffe Fields","Ave. K between E. 58 St and E. 59 St","Yes","40.6246","-73.9193","null","No","Y"
"B325","B325","Fish Playground","Fulton St between Saratoga Ave and Hopkinson Ave","Yes","40.6781","-73.9142","null","No","N"
"B326","B326","Cobble Hill Park Playground","Clinton St between Verandah Pl and Congress St","Limited","40.6883","-73.9964","null","No","Y"
"B329","B329-01","Lindower Park Playground","Mill & Strickland Aves, 60 St","Yes","40.6124","-73.9112","null","Not Accessible","Y"
"B330","B330","Hickman Playground","Veterans Ave between E. 66 St and E. 68 St","Limited","40.6202","-73.9121","null","No","N"
"B331","B331","Neptune Playground","W. 12 St between Neptune Ave and Surf Ave","Limited","40.5782","-73.9806","null","No","N"
"B332","B332","Evergreen Playground","Decatur St to Schaefer St between Bushwick Ave and Evergreen Ave","Yes","40.686","-73.911","null","No","Y"
"B334","B334","Fermi Playground","Central Ave, Troutman St and Starr St","Yes","40.7004","-73.9285","null","Not Accessible","Y"
"B335","B335","Bildersee Playground","Flatlands Ave between E. 81 St and E. 82 St","Yes","40.6357","-73.9116","null","Not Accessible","Y"
"B337","B337","Century Playground","W. Brighton Ave between W. 2 St and W. 3 St","Yes","40.5767","-73.9701","null","Not Accessible","N"
"B339","B339","Newport Playground","Riverdale Ave between Thatford Ave and Osborn St","Yes","40.6611","-73.9069","null","Accessible","Y"
"B340","B340","Garden Playground","Flushing Ave between Beaver St and Garden St","Yes","40.7011","-73.9385","null","No","N"
"B342","B342","100% Playground","Glenwood Rd between E. 100 St and E. 101 St","Yes","40.6468","-73.8994","null","Not Accessible","Y"
"B343","B343","Osborn Playground","Linden Blvd, Osborn St, Rockaway Ave, Hegeman Ave","Yes","40.6562","-73.906","null","Not Accessible","Y"
"B345","B345","Ethan Allen Playground","Wortman Ave between Vermont St and New Jersey Ave","Yes","40.6559","-73.8868","null","Not Accessible","N"
"B346","B346","Ericsson Playground","Manhattan Ave and Leonard St","Limited","40.7204","-73.9482","null","No","N"
"B347","B347","Carver Playground","Sumpter St to Marion St between Howard Ave and Ralph Ave ","Yes","40.6804","-73.9203","null","Accessible","Y"
"B348","B348","Willoughby Playground","Tompkins Ave, Willoughby Ave, Vernon Ave","Yes","40.6944","-73.9465","null","Not Accessible","N"
"B349","B349","Bath Playground","Bath Ave between 24 Ave and Bay 37 St","Yes","40.5953","-73.9931","null","No","N"
"B350","B350","Stroud Playground","Sterling Pl to Park Pl between Classon Ave and Washington Ave","Yes","40.675","-73.9624","null","Not Accessible","Y"
"B352","B352","Curtis Playground","Foster Ave between E. 81 St and E. 82 St","Yes","40.641","-73.9174","null","Accessible","Y"
"B353","B353","Bergen Beach Playground","E. 71 St between Ave N. and Ave T","Yes","40.6222","-73.9097","null","No","Y"
"B356","B356","North Pacific Playground","Pacific St between Nevins St and 3 Ave","Yes","40.6852","-73.9821","null","No","Y"
"B357","B357","Jackie Robinson Playground","Montgomery St between Franklin Ave and McKeever Pl","Yes","40.666","-73.9591","null","Not Accessible","Y"
"B358","B358","De Hostos Playground","Harrison Ave between Walton St and Lorimer St","Yes","40.7025","-73.9492","null","Not Accessible","Y"
"B359","B359","Eleanor Roosevelt Playground","Kosciuszko St to Dekalb Ave between Lewis Ave and Stuyvesant Ave","Yes","40.6928","-73.9359","null","Accessible","N"
"B360","B360","Remsen Playground","Remsen Ave and Glenwood Rd","Yes","40.642","-73.9076","null","No","Y"
"B361","B361","Boerum Park Playground","Warren St to Baltic St between Hoyt St and Smith St","Yes","40.6845","-73.9902","null","No","N"
"B362","B362","Chester Playground","Chester St to Bristol St between Sutter Ave and Pitkin Ave","Yes","40.6688","-73.9122","null","Not Accessible","Y"
"B363","B363","Houston Playground","Glenmore Ave between Powell St and Sackman St","Yes","40.6722","-73.9051","null","No","Y"
"B364","B364","Woods Playground","Bergen St, Utica Ave, Rochester Ave, St Mark's Ave","Yes","40.6747","-73.9292","null","Not Accessible","N"
"B366","B366","Duke Park Playground","New Jersey Ave between Blake Ave and Dumont Ave","Yes","40.6668","-73.8932","null","No","Y"
"B372","B372","Friends Field","Ave. L, E. 4 St, Mcdonald Ave, Ave M","Yes","40.6186","-73.9726","null","Accessible","Y"
"B375","B375","Chiarantano Playground","Farragut Rd between E. 45 St and E. 46 St","Yes","40.6368","-73.9333","null","No","Y"
"B380","B380","Robert E. Venable Park Playground","Belmont Ave, Sutter Ave, Sheridan Ave and Grant Ave","Yes","40.6741","-73.8651","null","Accessible","Y"
"B382B","B382B","Jacob's Ladder Playground","Clymer St to Morton St between Kent Ave and Wythe Ave","Yes","40.7049","-73.9667","null","No","Y"
"B385","B385","WNYC Transmitter Park Playground","West St between Kent St & Greenpoint Ave","Yes","40.7298","-73.962","null","Not Accessible","Y"
"B386","B386","Ten Eyck Plaza Playground","Ten Eyck St to Stagg St between Lorimer St and Union Ave","Yes","40.7093","-73.9493","null","No","Y"
"B387","B387","Hilltop Playground","Thomas S. Boyland St between Pacific & Dean Sts","Yes","40.6753","-73.9143","null","No","Y"
"B389","B389","Umma Park Playground","Woodruff Ave and Ocean Ave","Limited","40.6535","-73.9619","null","No","N"
"B390","B390","Mother Cabrini Park Playground","President St and Van Brunt St","Yes","40.6844","-74.0047","null","No","Y"
"B391","B391","Lt. Federico Narvaez Tot Lot","Argyle Rd and Cortelyou Rd","Yes","40.6403","-73.9659","null","No","Y"
"B395","B395","Green Central Knoll Playground","Flushing Ave, Central Ave, Noll St, Evergreen Ave","Yes","40.7025","-73.9332","null","Accessible","Y"
"B396","B396","Nehemiah Park Playground","Watkins St, Mother Gaston Blvd, Livonia Ave, Riverdale Ave","Yes","40.6619","-73.9056","null","No","Y"
"B397","B397","Carter G. Woodson Children's Park","Christopher Ave between Sutter Ave and Belmont Ave","Yes","40.6682","-73.9058","null","No","N"
"B402","B402","George Walker Jr. Park Playground","Wyona St to Vermont St between Fulton St and Jamaica Ave","Yes","40.6785","-73.8951","null","No","Y"
"B404","B404","East Flatbush Children's Playground","E. 94 St between Rutland Rd and E. New York Ave","Limited","40.6632","-73.927","null","No","Y"
"B405","B405","Epiphany Playground","Berry St between S. 9 St and S. 10 St","Yes","40.7087","-73.9656","null","No","Y"
"B407","B407","South Oxford Park Playground","S. Oxford St between Commos and Atlantic Ave","Yes","40.6834","-73.9726","null","No","Y"
"B430","B430","Lewis Playground","Willoughby Ave between Lewis Ave and Marcus Garvey Blvd","Limited","40.6955","-73.9379","null","No","N"
"B435","B435","Tilyou Playground","null","Yes","40.5779","-73.9585","null","No","Y"
"B529","B529","Bushwick Inlet Park Playground","Kent Ave between N. 9th & N. 10th Sts","Yes","40.724","-73.9606","null","Accessible","Y"
"B541","B541","Berriman Playground","Berriman St between Vandalia Ave and Schroeders Ave","Yes","40.6568","-73.8695","null","Accessible","Y"
"BT16","BT16","St. Mark's Playground","St. Mark's Ave between Kingston Ave & Albany Ave","Yes","40.6747","-73.9402","null","No","Y"
"M003","M003","Annunciation Playground","Convent and Amsterdam Av, W. 135 St","Limited","40.8185","-73.9519","null","No","N"
"M009","M009","Bennett Park Playground","Ft Washington Av, W. 183 St, Pinehurst Av","Yes","40.8532","-73.938","null","Not Accessible","Y"
"M010","M010-031","Heckscher Playground","62 St, Bet West & Center Drs","Yes","40.7686","-73.9773","null","Accessible","N"
"M010","M010-048","Billy Johnson Playground","67 St & 5th Ave","Yes","40.7695","-73.9699","null","No","Y"
"M010","M010-059","East 72nd Street Playground","72 St & East Green","Yes","40.772","-73.9679","null","No","Y"
"M010","M010-089","Adventure Playground","68 St & Central Park West (W)","Yes","40.7733","-73.9775","null","No","Y"
"M010","M010-090","Tarr-Coyne Tots Playground","68 St & Central Park West (E)","Yes","40.7733","-73.9771","null","No","N"
"M010","M010-103","James Michael Levin Playground","77 St, west of 5th Ave","Yes","40.7758","-73.9652","null","No","N"
"M010","M010-143","Ruth and Arthur Smadbeck-Heckscher East Playground","79 St & 5 Av","Yes","40.7777","-73.964","null","No","Y"
"M010","M010-145","Ancient Playground","85 St & 5th Ave","Yes","40.7808","-73.9618","null","Accessible","Y"
"M010","M010-151","Pinetum Playground","Great Lawn Oval, near 86th St Transverse","Limited","40.7825","-73.9644","null","No","Y"
"M010","M010-164","Diana Ross Playground","81 St & Central Park West","Yes","40.7823","-73.971","null","No","N"
"M010","M010-167","Toll Family Playground","84 St & Central Park West","Yes","40.7841","-73.9697","null","No","Y"
"M010","M010-169","Abraham and Joseph Spector Playground","86 St, west of West Drive","Yes","40.7846","-73.9686","null","No","N"
"M010","M010-176","Margaret L. Kempner Playground","96 St, west of Fifth Ave","Yes","40.7878","-73.9566","null","No","N"
"M010","M010-187","Safari Playground","91 St & Central Park West","Yes","40.7885","-73.9664","null","No","N"
"M010","M010-188","Tarr-Coyne Wild West Playground","93 St & Central Park West","Yes","40.7899","-73.9654","null","No","N"
"M010","M010-193","Rudin Family Playground","97 St & Central Park West","Yes","40.7919","-73.9641","null","No","Y"
"M010","M010-195","Robert Bendheim Playground","100 St & 5th Ave","Yes","40.7903","-73.9545","null","Accessible","Y"
"M010","M010-202","Tarr Family Playground","100 St & Central Park West","Yes","40.7938","-73.9627","null","No","N"
"M010","M010-207","Bernard Family Playground","108 St & Fifth Ave","Yes","40.7957","-73.9504","null","No","N"
"M010","M010-241","West 110th Street Playground","West Side at West 110th St","Yes","40.7998","-73.957","null","No","N"
"M010","M010-247","East 110th Street Playground","110 St & Lenox Ave","Yes","40.7975","-73.9518","null","Accessible","N"
"M011","M011","Chelsea Park Playground","9 Av To 10 Av, W. 27 St To W. 28 St","Yes","40.7496","-74.0002","null","Not Accessible","Y"
"M014","M014-02","Playground 152 CLII","W 152 St & Bradhurst Ave","Yes","40.8282","-73.9397","null","Not Accessible","Y"
"M014","M014-03","Playground 149 CIL","W 149 St & Bradhurst Ave","Yes","40.826","-73.9412","null","Not Accessible","Y"
"M015","M015","Columbus Park Playground","Baxter St, Mulberry St, Bayard St and Park","Yes","40.7151","-74","null","NotAccessible","Y"
"M017","M017","Corlears Hook Park Playground","Jackson St, Cherry St, FDR Drive","Limited","40.7114","-73.9794","null","Accessible","Y"
"M018","M018","Carmansville Playground","Amsterdam Av, W. 151 St To W. 152 St","Yes","40.829","-73.9442","null","Accessible","Y"
"M019","M019","Coleman Playground","Cherry St, Pike St, Monroe St","Yes","40.7109","-73.9938","null","Not Accessible","N"
"M022","M022","De Witt Clinton Park Playground","W. 52 St To W. 54 St, 11 Ave To 12 Ave","Yes","40.768","-73.9951","null","Accessible","Y"
"M027","M027","Downing Street Playground","Downing St to Carmine St, Av Of Americas","Yes","40.7298","-74.0027","null","Not Accessible","Y"
"M028","M028-02","Lily Brown Playground","W 162 St, east of Riverside Dr","Yes","40.8389","-73.9461","null","Not Accessible","Y"
"M028","M028-03","Discovery Playground","Along Hudson River At Approximately W. 163 St","Yes","40.8402","-73.9477","null","Not Accessible","Y"
"M029","M029-01","Jacob Javits Playground","M C Plaza, Ft. Washington Ave","Yes","40.8588","-73.9346","null","No","Y"
"M029","M029-02","Anne Loftus Playground","Broadway & Dyckman St","Yes","40.865","-73.9292","null","Accessible","Y"
"M033","M033","Hamilton Fish Park Playground","E Houston St, Stanton St, Sheriff St, Pitt St","Yes","40.7202","-73.9805","null","No","Y"
"M037","M037-01","Sunken Playground","Edgecombe Ave & W. 167th St","Yes","40.8377","-73.9361","null","No","Y"
"M037","M037-03","Quisqueya Playground","W 180 St & Amsterdam Ave","Yes","40.8471","-73.9312","null","Not Accessible","Y"
"M037","M037-04","Wallenberg Playground","W 189 St &  Amsterdam Ave","Yes","40.8527","-73.9272","null","Not Accessible","Y"
"M037","M037-05B","CPF Playground","North of W. 172 St By Pool","Yes","40.842","-73.9339","null","No","Y"
"M037","M037-08","Coogan's Bluff Playground","Edgecombe Ave Between 155 St & 157 St","Yes","40.8316","-73.94","null","No","Y"
"M037","M037-09","Ft George Playground","Ft. George Ave near Audubon Ave","Yes","40.8584","-73.9262","null","Not Accessible","N"
"M037","M037-10","Adventure Playground","W 164 St & Edgecombe Ave","Yes","40.8363","-73.9367","null","No","Y"
"M038","M038","James J Walker Park Playground","Hudson St, St Luke's Pl, Clarkson St, 7 Av","Yes","40.73","-74.0058","null","No","Y"
"M041","M041","Alexander Hamilton Playground","Hamilton Pl, W. 140 St To W. 141 St","Yes","40.8231","-73.9512","null","Not Accessible","Y"
"M042","M042-01","Payson Playground","Payson & Dyckman Sts","Yes","40.8672","-73.9287","null","Not Accessible","Y"
"M042","M042-02","Emerson Playground","Seaman Ave Bet Isham, W. 207 St","Yes","40.8696","-73.9221","null","Not Accessible","Y"
"M042","M042-03","Indian Road Playground","W 214 St & Seaman Ave","Yes","40.8717","-73.9199","null","No","Y"
"M045","M045","John Jay Park Playground","FDR Dr., E. 76 St To E. 78 St","Yes","40.7695","-73.9495","null","Accessible","Y"
"M047","M047-01","Thomas Jefferson Park Playground","E 114 St & Pleasant","Yes","40.7936","-73.9346","null","No","Y"
"M052","M052-02","Police Officer Moira Ann Smith Playground","E 25 St & Madison Ave","Yes","40.7426","-73.9873","null","Accessible","Y"
"M056","M056-01","Playground 123","W 123 St & Morningside Ave","Yes","40.81","-73.9561","null","Not Accessible","Y"
"M056","M056-02","Morningside Playground North","W 117 St & Morningside Ave","Yes","40.807","-73.9577","null","Not Accessible","Y"
"M056","M056-03","Morningside Park Playground","Morningside Ave & 113 St","Yes","40.8033","-73.9584","null","Not Accessible","Y"
"M056","M056-04","Morningside Park Playground","Morningside Dr & 110 St","Yes","40.8019","-73.9599","null","Not Accessible","Y"
"M058","M058-01","Mt. Morris East Playground","E 121st & Madison Ave","Yes","40.8032","-73.9431","null","No","Y"
"M058","M058-06","Marcus Garvey Park Playground","East 124th St between Madison Ave & 5th Ave","Yes","40.8054","-73.9422","null","Accessible","Y"
"M058","M058-07","Marcus Garvey Park Playground","East 124 St between 5 Ave And Mt Morris Park West","Yes","40.8059","-73.9435","null","Accessible","Y"
"M059","M059","Murphy Brothers Playground","Ave C & FDR Dr","Yes","40.7306","-73.9738","null","No","N"
"M063","M063","Gertrude Ederle Playground","W. 59th St between Amsterdam Ave & West End Ave","Yes","40.7713","-73.9887","null","Accessible","Y"
"M064","M064","Lillian D Wald Playground","Monroe St between Montgomery St & Gouverneur St","Limited","40.712","-73.9844","null","No","N"
"M065","M065","Luther Gulick Park Playground","Columbia St, Delancey St and Bialystoker Pl","Yes","40.7157","-73.9814","null","Accessible","Y"
"M066","M066","Dr. Gertrude B. Kelly Playground","W. 17 St, 8 Ave To 9 Ave","Yes","40.7416","-74.0019","null","No","N"
"M067","M067","Sophie Irene Loeb Playground","Henry St, Market St, E. Broadway","Yes","40.7133","-73.9943","null","No","Y"
"M069","M069","Vesuvio Playground","Thompson St between Spring St and Prince St","Yes","40.7255","-74.0026","null","Accessible","N"
"M071","M071-02","Little Engine Playground","67th To 68th Sts Along Riverside Dr","Yes","40.7779","-73.989","null","Not Accessible","Y"
"M071","M071-03","Classic Playground","Hudson River Greenway, near W. 74 St","Yes","40.7834","-73.9862","null","Not Accessible","Y"
"M071","M071-04","Neufeld Playground","W 76 St & Riverside Dr","Yes","40.7835","-73.9849","null","Not Accessible","Y"
"M071","M071-08","River Run Playground","W 83 St & Riverside Dr","Yes","40.7869","-73.9822","null","Not Accessible","N"
"M071","M071-13","Hippo Playground","W 91 St & Riverside Dr","Yes","40.7931","-73.9782","null","Not Accessible","Y"
"M071","M071-16","Dinosaur Playground","W 97 St & Riverside Dr","Yes","40.7969","-73.975","null","NotAccessible","Y"
"M071","M071-31","Claremont (Dolphin) Playground","W 124 St & Riverside Dr","Yes","40.815","-73.9621","null","Not Accessible","Y"
"M071","M071-34","105th Street Tot Lot","W 105-106 Sts, Riverside Dr","Yes","40.8017","-73.9709","null","No","Y"
"M071","M071-36","110th Street Tot Lot","W 110-111 Sts, Riverside Dr","Yes","40.8051","-73.9686","null","No","Y"
"M071","M071-37","112th Street Tot Lot","W 112-113 Sts, Riverside Dr","Yes","40.8062","-73.968","null","No","Y"
"M071","M071-38","117th Street Playground","W 116-117 Sts, Riverside Dr","Yes","40.8096","-73.9655","null","No","Y"
"M072","M072-01","Riverbank Playground","W 142 St & Riverside Dr","Yes","40.8257","-73.9538","null","Not Accessible","Y"
"M072","M072-03","Palisades Playground","W 148 St & Riverside Dr","Yes","40.8291","-73.9506","null","No","Y"
"M076","M076","St. Vartan Park Playground","1 Ave,2 Ave, between E. 35 St and E. 36 St","Yes","40.745","-73.9736","null","Accessible","Y"
"M077","M077-02","St Nicholas Park Playground","W 133 St & St Nicholas Ave","Yes","40.8153","-73.9492","null","Not Accessible","N"
"M077","M077-03","Arlington ""Ollie"" Edinboro Playground","W 140 St & St Nicholas Ave","Yes","40.8206","-73.9468","null","Not Accessible","Y"
"M077","M077-04","St Nicholas Park Playground","W 129 St & St Nicholas Terr","Yes","40.8137","-73.9509","null","Not Accessible","Y"
"M079","M079","St. Catherine's Park Playground","1 Ave, between E. 67 St To E. 68 St","Yes","40.765","-73.9585","null","Not Accessible","N"
"M081","M081-02","Catbird Playground","East 84 St & East End Ave","Yes","40.774","-73.9447","null","Not Accessible","Y"
"M082","M082","Seward Park Playground","Canal St, Essex St, Jefferson St and E. Broadway","Yes","40.7147","-73.9897","null","Not Accessible","Y"
"M087","M087","Sakura Playground","Riverside Dr., Claremont Ave To W. 122 St","Yes","40.8129","-73.9625","null","No","Y"
"M088","M088-01","Tompkins Square Park Playground","East 9 St & Ave A","Yes","40.7268","-73.9826","null","Accessible","Y"
"M088","M088-03","Tompkins Square Park Playground","E 7 St - 8 St & Ave B","Yes","40.7256","-73.9814","null","Accessible","N"
"M089","M089-01","Evelyn's Playground","Union Sq W. Betw. 17 & 16 St","Yes","40.7364","-73.99","null","Accessible","Y"
"M098","M098-01","Washington Square Park Playground","Washington Sq N, Washington Sq E","Yes","40.7308","-73.9966","null","Accessible","Y"
"M098","M098-02","Toddler Playground","Washington Sq N, West Of 5th Ave","Yes","40.7315","-73.9976","null","Accessible","Y"
"M098","M098-03","Play Hills","Washington Sq S, Sullivan St","Limited","40.731","-73.9987","null","Accessible","Y"
"M099","M099-01","J Hood Wright Park Playground","W 173 St & Ft. Washington Ave","Yes","40.8458","-73.941","null","Accessible","Y"
"M105","M105-01","Houston St Playground","E Houston To Stanton Sts","Yes","40.7228","-73.991","null","Accessible","Y"
"M105","M105-04","Rivington St Playground","Rivington St","Yes","40.7213","-73.9918","null","No","Y"
"M105","M105-08","Hester St Playground","Bet Grand & Hester Sts","Yes","40.7171","-73.9939","null","Accessible","Y"
"M107","M107-01","Scylla Playground","West Of Hell Gate Bridge","Limited","40.784","-73.9256","null","Accessible","N"
"M108G","M108G","Playground 103 CIII","FDR Dr. between E. 102 St and E. 106 St","Yes","40.7869","-73.9392","null","No","Y"
"M108Q","M108Q","Twenty-Four Sycamores Park Playground","FDR Dr., E. 60 St To E. 61 St and York Ave","Yes","40.7594","-73.9588","null","Accessible","N"
"M110","M110","William McCray Playground","W. 138 St, between Lenox Ave and 5 Ave","Yes","40.8155","-73.9376","null","No","Y"
"M111","M111","James Weldon Johnson Playground","E. 115 St between 3 Ave and Lexington Ave","Yes","40.7973","-73.9423","null","No","Y"
"M113","M113","Joseph C. Sauer Park Playground","E. 12 St between Ave A and Ave B","Yes","40.7282","-73.9799","null","No","Y"
"M116","M116","ABC Playground","Essex St, Norfolk St and Houston St","Yes","40.7219","-73.986","null","No","Y"
"M120B","M120B","Playground of the Americas","Ave of the Americas and W. Houston St","Yes","40.728","-74.0027","null","No","Y"
"M122","M122","Captain Jacob Joseph Playground","Rutgers St and Henry St","Yes","40.7136","-73.9898","null","No","N"
"M124","M124","First Park Playground","Houston St, E. 1 St, 1 Ave","Yes","40.7233","-73.9891","null","No","N"
"M125B","M125B","Minetta Playground","Minetta Lane, W. 3 St and Ave of Americas","Yes","40.7308","-74.0013","null","No","Y"
"M132","M132","Little Flower Playground","Madison St between Clinton St and Rutgers St","Yes","40.7125","-73.9885","null","Accessible","Y"
"M138","M138","Bill ""Bojangles"" Robinson Playground","W. 150th St between Macombs Pl and Adam Clayton Powell Jr. Blvd","Yes","40.8252","-73.9373","null","No","Y"
"M140","M140-01","Ten Mile River Playground","W 148 St & Hudson River","Yes","40.8299","-73.9522","null","Not Accessible","Y"
"M141","M141","Percy E. Sutton Playground","Harlem River Dr., W. 151 St To W. 154 St","Yes","40.8251","-73.9347","null","Not Accessible","Y"
"M144","M144-01","East River Playground","E 11 St & East River Dr","Yes","40.7243","-73.9727","null","Accessible","Y"
"M148","M148","White Playground","E. 105 St To E. 106 St between Lexington Ave and 3 Ave ","Yes","40.7915","-73.946","null","No","Y"
"M154","M154","Mathews-Palmer Playground","W. 45 St between 9 Ave and 10 Ave","Yes","40.7613","-73.9929","null","Accessible","Y"
"M155","M155","Courtney Callender Playground","5 Ave, W. 130 St To .W 131 St","Yes","40.8101","-73.94","null","Not Accessible","Y"
"M158","M158","Robert Moses Playground","1 Ave, between E. 41 St and E. 42 St","Limited","40.7482","-73.9693","null","No","N"
"M159","M159","Frederick Johnson Playground","7 Ave between W. 150 St and W. 151 St","Yes","40.8249","-73.9362","null","Accessible","Y"
"M160","M160","Fred Samuel Playground","Lenox Ave, W. 139 St To W. 140 St","Yes","40.8173","-73.9393","null","Not Accessible","N"
"M161","M161","McCaffrey Playground","W. 43 St between 8 Ave and 9 Ave","Yes","40.7589","-73.9913","null","Accessible","N"
"M164","M164","Asser Levy Playground","E. 23 St To E. 25 St, FDR Drive","Yes","40.7365","-73.9755","null","Not Accessible","Y"
"M165","M165","Baruch Playground","Corner of Baruch Pl and Mangin St","Yes","40.7168","-73.9768","null","Accessible","Y"
"M171","M171","Cherry Clinton Playground","Cherry St & Clinton St","Limited","40.7113","-73.9863","null","No","Y"
"M183","M183","Peter Minuit Playground","Park Ave between E. 108 St and E. 109 St","Yes","40.7946","-73.9474","null","No","N"
"M184","M184","Samuel N. Bennerson 2nd Playground","W. 64 St, between Amsterdam Ave and West End Ave","Yes","40.7738","-73.9871","null","No","Y"
"M186","M186","Col. Young Playground","W. 145 St to W. 143 St, Lenox Ave, and Harlem River","Yes","40.8194","-73.9364","null","Not Accessible","N"
"M187","M187","Marx Brothers Playground","2 Ave, E. 96 St to E. 97 St","Limited","40.7843","-73.9462","null","No","Y"
"M190","M190","Sheltering Arms Playground","W. 126 St to W. 129 St, Amsterdam Ave to Old Broadway ","Yes","40.8146","-73.9557","null","Not Accessible","N"
"M192","M192","Stanley Isaacs Playground","FDR Dr., E. 95 St To E. 97 St","Yes","40.7827","-73.9449","null","Accessible","N"
"M193","M193","Abraham Lincoln Playground","5 Ave and E. 135 St","Yes","40.812","-73.9368","null","Accessible","Y"
"M194","M194","Alfred E. Smith Playground","Catherine Slip, Madison St and South St","Yes","40.7112","-73.9971","null","Accessible","N"
"M195","M195","Sidney Hillman Playground","Lewis St between Delancey St and Broome St","Yes","40.7153","-73.9796","null","No","Y"
"M196","M196","Playground One","Madison St between Catherine St and Oliver St","Yes","40.7123","-73.9976","null","No","Y"
"M198","M198","Martin Luther King, Jr. Playground","Lenox Ave, W. 113 St To W. 114 St","Yes","40.8005","-73.9502","null","Accessible","Y"
"M199","M199","Monsignor Kett Playground","W. 204 St between 10 Ave and Nagle Ave","Yes","40.8626","-73.9207","null","Accessible","Y"
"M200","M200","Booker T. Washington Playground","W. 108th St between Columbus Ave & Amsterdam Ave","Limited","40.8009","-73.9638","null","No","N"
"M200A","M200A","Anibal Aviles Playground","W. 108 St to W. 109 St, Columbus Ave and Amsterdam Ave","Yes","40.8012","-73.9629","null","No","N"
"M201","M201","Wald Playground","E. Houston St and FDR Dr.","Yes","40.7196","-73.9769","null","No","Y"
"M203D","M203D","Mary O'Connor Playground","E. 42 St between 1 Ave and 2 Ave","Yes","40.7495","-73.9708","null","No","Y"
"M203E","M203E","Tudor Grove Playground","E. 42 St between 1 Ave and 2 Ave","Limited","40.749","-73.9712","null","No","N"
"M204","M204","Moore Playground","Madison Ave between E. 130 St and E. 131 St","Yes","40.8095","-73.9384","null","Not Accessible","Y"
"M205","M205","Playground 125 CXXV","Morningside Ave, W. 123 St and W. 124 St","Yes","40.8109","-73.9557","null","No","Y"
"M206","M206","Tanahey Playground","Cherry St To Water St, W. Catherine Slip To Market Slip","Yes","40.7101","-73.9959","null","No","Y"
"M208A","M208A","Alice Kornegay Triangle Playground","Lexington Ave, E. 128 St to E. 129 St","Yes","40.8063","-73.9352","null","Not Accessible","Y"
"M208D","M208D","Each One Teach One Playground","Lexington Ave & E 129th St","Yes","40.8063","-73.934","null","No","Y"
"M208E","M208E","Crack Is Wack Playground","E. 127 St, 2 Ave, and Harlem River Drive","Limited","40.8044","-73.9318","null","No","Y"
"M211A","M211A","St. Nicholas Playground South","Adam Clayton Powell Jr. Blvd between W. 127th & W. 129th Sts","Yes","40.8108","-73.9474","null","Accessible","N"
"M211B","M211B","Langston Hughes Playground","Adam Clayton Powell Jr. Blvd between W. 129th & W. 130th Sts","Yes","40.8122","-73.9466","null","Accessible","Y"
"M213","M213","Mae Grant Playground","E. 104 St between Madison Ave and Park Ave","Yes","40.7925","-73.9496","null","No","N"
"M214","M214","Blake Hobbs Playground","E. 102 St To E. 104 St and 2 Ave","Yes","40.7889","-73.9441","null","No","Y"
"M215","M215","Cherry Tree Park Playground","99 St To 100 St, 3 Ave","Yes","40.7872","-73.9475","null","Not Accessible","Y"
"M216","M216","Rucker Park Playground","W. 155 St, 8 Ave To Harlem River Drive","Yes","40.8291","-73.9366","null","Not Accessible","Y"
